task,split,model_name,model_version,tenant_id,horizon_hours,quantile,metric_name,metric_value,sample_count,target_start,target_end,notes
load,test,model,stage4_v1,Semiconductor_B,2,,below_interval_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,above_interval_frequency,0.10497667185069985,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,raw_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,corrected_crossing_frequency,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,negative_raw_prediction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Semiconductor_B,2,,nighttime_correction_count,0.0,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,MAE,26.655446379041067,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,RMSE,36.23650150637949,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,WAPE,0.09357966454625648,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,normalized_MAE_by_mean_target,0.09357966454625648,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,bias,2.7975728502125676,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,maximum_absolute_error,199.5692891155877,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,pinball_p10,28.484229461909717,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
load,test,model,stage4_v1,Textile_C,2,,pinball_p50,13.327723189520533,1286,2013-11-08 10:00:00+07:00,2013-12-31 23:00:00+07:00,
